  1.700000e+03 
  2.500000e+01 
  2.500000e+01 
  1.300000e+01 
 -6.000000e+00  -5.000000e+00  -4.000000e+00  -3.000000e+00  -2.000000e+00  -1.000000e+00   0.000000e+00   1.000000e+00   2.000000e+00   3.000000e+00   4.000000e+00   5.000000e+00   6.000000e+00
  1.000000e-09   2.000000e-09   3.000000e-09   4.000000e-09   5.000000e-09   6.000000e-09   7.000000e-09   8.000000e-09   9.000000e-09   1.000000e-08   1.100000e-08   1.200000e-08   1.300000e-08   1.400000e-08   1.500000e-08   1.600000e-08   1.700000e-08   1.800000e-08   1.900000e-08   2.000000e-08   2.100000e-08   2.200000e-08   2.300000e-08   2.400000e-08   2.500000e-08
  1.000000e-09   2.000000e-09   3.000000e-09   4.000000e-09   5.000000e-09   6.000000e-09   7.000000e-09   8.000000e-09   9.000000e-09   1.000000e-08   1.100000e-08   1.200000e-08   1.300000e-08   1.400000e-08   1.500000e-08   1.600000e-08   1.700000e-08   1.800000e-08   1.900000e-08   2.000000e-08   2.100000e-08   2.200000e-08   2.300000e-08   2.400000e-08   2.500000e-08
  2.078555e+02   0.000000e+00 
  1.731634e+02   0.000000e+00 
  1.384714e+02   0.000000e+00 
  1.037794e+02   0.000000e+00 
  6.908741e+01   0.000000e+00 
  3.439541e+01   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -5.057041e+01 
  0.000000e+00  -1.119844e+02 
  0.000000e+00  -1.775137e+02 
  0.000000e+00  -2.489649e+02 
  0.000000e+00  -3.226854e+02 
  0.000000e+00  -3.964059e+02 
  1.731634e+02   0.000000e+00 
  1.442534e+02   0.000000e+00 
  1.153434e+02   0.000000e+00 
  8.643342e+01   0.000000e+00 
  5.752341e+01   0.000000e+00 
  2.861340e+01   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -4.088559e+01 
  0.000000e+00  -9.014124e+01 
  0.000000e+00  -1.447490e+02 
  0.000000e+00  -1.998178e+02 
  0.000000e+00  -2.612516e+02 
  0.000000e+00  -3.226854e+02 
  1.384714e+02   0.000000e+00 
  1.153434e+02   0.000000e+00 
  9.221542e+01   0.000000e+00 
  6.908741e+01   0.000000e+00 
  4.595941e+01   0.000000e+00 
  2.283140e+01   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.194977e+01 
  0.000000e+00  -7.022922e+01 
  0.000000e+00  -1.119844e+02 
  0.000000e+00  -1.556706e+02 
  0.000000e+00  -1.998178e+02 
  0.000000e+00  -2.489649e+02 
  1.037794e+02   0.000000e+00 
  8.643342e+01   0.000000e+00 
  6.908741e+01   0.000000e+00 
  5.174141e+01   0.000000e+00 
  3.439541e+01   0.000000e+00 
  1.704940e+01   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -2.301395e+01 
  0.000000e+00  -5.057041e+01 
  0.000000e+00  -8.005862e+01 
  0.000000e+00  -1.119844e+02 
  0.000000e+00  -1.447490e+02 
  0.000000e+00  -1.775137e+02 
  6.908741e+01   0.000000e+00 
  5.752341e+01   0.000000e+00 
  4.595941e+01   0.000000e+00 
  3.439541e+01   0.000000e+00 
  2.283140e+01   0.000000e+00 
  1.126740e+01   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -1.471386e+01 
  0.000000e+00  -3.194977e+01 
  0.000000e+00  -5.057041e+01 
  0.000000e+00  -7.022922e+01 
  0.000000e+00  -9.014124e+01 
  0.000000e+00  -1.119844e+02 
  3.439541e+01   0.000000e+00 
  2.861340e+01   0.000000e+00 
  2.283140e+01   0.000000e+00 
  1.704940e+01   0.000000e+00 
  1.126740e+01   0.000000e+00 
  5.485397e+00   0.000000e+00 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -6.917247e+00 
  0.000000e+00  -1.471386e+01 
  0.000000e+00  -2.301395e+01 
  0.000000e+00  -3.194977e+01 
  0.000000e+00  -4.088559e+01 
  0.000000e+00  -5.057041e+01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -3.157199e-01 
  0.000000e+00  -5.057041e+01 
  0.000000e+00  -4.088559e+01 
  0.000000e+00  -3.194977e+01 
  0.000000e+00  -2.301395e+01 
  0.000000e+00  -1.471386e+01 
  0.000000e+00  -6.917247e+00 
  0.000000e+00  -3.157199e-01 
  5.485397e+00   0.000000e+00 
  1.126740e+01   0.000000e+00 
